YEAR,MONTH,DAY_NAME,INTERVAL_TIME,PRODUCTION_METHOD,Count
2021,Sep,Saturday,20:00 - 21:59,Third Party,20
2021,Sep,Saturday,22:00 - 23:59,Genius Live Plus,3
2021,Sep,Saturday,22:00 - 23:59,Genius Live Production,4
2021,Sep,Saturday,22:00 - 23:59,Third Party,13
2021,Sep,Saturday,4:00 - 5:59,Third Party,11
2021,Sep,Saturday,6:00 - 7:59,Genius Live Production,2
2021,Sep,Saturday,6:00 - 7:59,Third Party,38
2021,Sep,Saturday,8:00 - 9:59,Genius Live Production,4
2021,Sep,Saturday,8:00 - 9:59,MyCujoo,1
2021,Sep,Saturday,8:00 - 9:59,Third Party,63
2021,Oct,Sunday,00:00 - 1:59,Third Party,27
2021,Oct,Sunday,10:00 - 11:59,Genius Live Plus,1
2021,Oct,Sunday,10:00 - 11:59,Genius Live Production,18
2021,Oct,Sunday,10:00 - 11:59,MyCujoo,2
2021,Oct,Sunday,10:00 - 11:59,Third Party,56
2021,Oct,Sunday,12:00 - 13:59,Genius Live Plus,4
2021,Oct,Sunday,12:00 - 13:59,Genius Live Production,28
2021,Oct,Sunday,12:00 - 13:59,MyCujoo,16
2021,Oct,Sunday,12:00 - 13:59,NFL,2
2021,Oct,Sunday,12:00 - 13:59,Third Party,77
2021,Oct,Sunday,14:00 - 15:59,Genius Live Plus,5
2021,Oct,Sunday,14:00 - 15:59,Genius Live Production,78
2021,Oct,Sunday,14:00 - 15:59,MyCujoo,3
2021,Oct,Sunday,14:00 - 15:59,Third Party,97
2021,Oct,Sunday,16:00 - 17:59,Genius Live Plus,10
2021,Oct,Sunday,16:00 - 17:59,Genius Live Production,65
2021,Oct,Sunday,16:00 - 17:59,MyCujoo,1
2021,Oct,Sunday,16:00 - 17:59,NFL,38
2021,Oct,Sunday,16:00 - 17:59,Third Party,64
2021,Oct,Sunday,18:00 - 19:59,Genius Live Plus,4
2021,Oct,Sunday,18:00 - 19:59,Genius Live Production,8
2021,Oct,Sunday,18:00 - 19:59,MyCujoo,23
2021,Oct,Sunday,18:00 - 19:59,Third Party,55
2021,Oct,Sunday,2:00 - 3:59,Genius Live Production,3
2021,Oct,Sunday,2:00 - 3:59,MyCujoo,1
2021,Oct,Sunday,2:00 - 3:59,Third Party,10
2021,Oct,Sunday,20:00 - 21:59,Genius Live Production,1
2021,Oct,Sunday,20:00 - 21:59,MyCujoo,2
2021,Oct,Sunday,20:00 - 21:59,NFL,19
2021,Oct,Sunday,20:00 - 21:59,Third Party,25
2021,Oct,Sunday,22:00 - 23:59,Genius Live Plus,1
2021,Oct,Sunday,22:00 - 23:59,Third Party,17
2021,Oct,Sunday,4:00 - 5:59,MyCujoo,1
2021,Oct,Sunday,4:00 - 5:59,Third Party,40
2021,Oct,Sunday,6:00 - 7:59,Third Party,43
2021,Oct,Sunday,8:00 - 9:59,Genius Live Plus,1
2021,Oct,Sunday,8:00 - 9:59,Genius Live Production,18
2021,Oct,Sunday,8:00 - 9:59,MyCujoo,6
2021,Oct,Sunday,8:00 - 9:59,Third Party,33
2021,Oct,Monday,00:00 - 1:59,NFL,4
2021,Oct,Monday,00:00 - 1:59,Third Party,7
2021,Oct,Monday,10:00 - 11:59,Genius Live Production,1
2021,Oct,Monday,10:00 - 11:59,MyCujoo,1
2021,Oct,Monday,10:00 - 11:59,Third Party,43
2021,Oct,Monday,12:00 - 13:59,MyCujoo,9
2021,Oct,Monday,12:00 - 13:59,Third Party,52
2021,Oct,Monday,14:00 - 15:59,Genius Live Plus,1
2021,Oct,Monday,14:00 - 15:59,Genius Live Production,1
2021,Oct,Monday,14:00 - 15:59,Third Party,17
2021,Oct,Monday,16:00 - 17:59,Genius Live Plus,1
2021,Oct,Monday,16:00 - 17:59,Genius Live Production,5
2021,Oct,Monday,16:00 - 17:59,Third Party,17
2021,Oct,Monday,18:00 - 19:59,Genius Live Production,2
2021,Oct,Monday,18:00 - 19:59,MyCujoo,1
2021,Oct,Monday,18:00 - 19:59,Third Party,19
2021,Oct,Monday,20:00 - 21:59,Third Party,14
2021,Oct,Monday,22:00 - 23:59,Third Party,10
2021,Oct,Monday,4:00 - 5:59,Third Party,2
2021,Oct,Monday,6:00 - 7:59,Third Party,23
2021,Oct,Monday,8:00 - 9:59,Genius Live Production,1
2021,Oct,Monday,8:00 - 9:59,Third Party,34
2021,Oct,Tuesday,00:00 - 1:59,NFL,4
2021,Oct,Tuesday,00:00 - 1:59,Third Party,14
2021,Oct,Tuesday,10:00 - 11:59,Genius Live Production,1
2021,Oct,Tuesday,10:00 - 11:59,Third Party,32
2021,Oct,Tuesday,12:00 - 13:59,Genius Live Plus,1
2021,Oct,Tuesday,12:00 - 13:59,MyCujoo,8
2021,Oct,Tuesday,12:00 - 13:59,Third Party,35
2021,Oct,Tuesday,14:00 - 15:59,Genius Live Production,12
2021,Oct,Tuesday,14:00 - 15:59,Third Party,9
2021,Oct,Tuesday,16:00 - 17:59,Genius Live Plus,12
2021,Oct,Tuesday,16:00 - 17:59,Genius Live Production,5
2021,Oct,Tuesday,16:00 - 17:59,Third Party,9
2021,Oct,Tuesday,18:00 - 19:59,Genius Live Plus,2
2021,Oct,Tuesday,18:00 - 19:59,Genius Live Production,13
2021,Oct,Tuesday,18:00 - 19:59,MyCujoo,27
2021,Oct,Tuesday,18:00 - 19:59,Third Party,5
2021,Oct,Tuesday,2:00 - 3:59,Third Party,1
2021,Oct,Tuesday,20:00 - 21:59,Genius Live Production,2
2021,Oct,Tuesday,20:00 - 21:59,MyCujoo,2
2021,Oct,Tuesday,20:00 - 21:59,Third Party,8
2021,Oct,Tuesday,22:00 - 23:59,MyCujoo,3
2021,Oct,Tuesday,22:00 - 23:59,Third Party,13
2021,Oct,Tuesday,4:00 - 5:59,Third Party,1
2021,Oct,Tuesday,6:00 - 7:59,Third Party,21
2021,Oct,Tuesday,8:00 - 9:59,Genius Live Production,1
2021,Oct,Tuesday,8:00 - 9:59,MyCujoo,1
2021,Oct,Tuesday,8:00 - 9:59,Third Party,28
2021,Oct,Wednesday,00:00 - 1:59,Third Party,17
2021,Oct,Wednesday,10:00 - 11:59,Genius Live Production,1
2021,Oct,Wednesday,10:00 - 11:59,MyCujoo,1
2021,Oct,Wednesday,10:00 - 11:59,Third Party,19
2021,Oct,Wednesday,12:00 - 13:59,Third Party,18
2021,Oct,Wednesday,14:00 - 15:59,Genius Live Plus,1
2021,Oct,Wednesday,14:00 - 15:59,Genius Live Production,14
2021,Oct,Wednesday,14:00 - 15:59,Third Party,9
2021,Oct,Wednesday,16:00 - 17:59,Genius Live Plus,6
2021,Oct,Wednesday,16:00 - 17:59,Genius Live Production,17
2021,Oct,Wednesday,16:00 - 17:59,Third Party,29
2021,Oct,Wednesday,18:00 - 19:59,Genius Live Plus,1
2021,Oct,Wednesday,18:00 - 19:59,Genius Live Production,13
2021,Oct,Wednesday,18:00 - 19:59,MyCujoo,5
2021,Oct,Wednesday,18:00 - 19:59,Third Party,9
2021,Oct,Wednesday,2:00 - 3:59,Third Party,8
2021,Oct,Wednesday,20:00 - 21:59,Genius Live Production,3
2021,Oct,Wednesday,20:00 - 21:59,MyCujoo,1
2021,Oct,Wednesday,20:00 - 21:59,Third Party,8
2021,Oct,Wednesday,22:00 - 23:59,Genius Live Production,1
2021,Oct,Wednesday,22:00 - 23:59,MyCujoo,3
2021,Oct,Wednesday,22:00 - 23:59,Third Party,25
2021,Oct,Wednesday,4:00 - 5:59,Third Party,2
2021,Oct,Wednesday,6:00 - 7:59,Third Party,4
2021,Oct,Wednesday,8:00 - 9:59,Genius Live Production,2
2021,Oct,Wednesday,8:00 - 9:59,MyCujoo,2
2021,Oct,Wednesday,8:00 - 9:59,Third Party,11
2021,Oct,Thursday,00:00 - 1:59,Third Party,15
2021,Oct,Thursday,10:00 - 11:59,Genius Live Production,1
2021,Oct,Thursday,10:00 - 11:59,Third Party,24
2021,Oct,Thursday,12:00 - 13:59,MyCujoo,3
2021,Oct,Thursday,12:00 - 13:59,Third Party,34
2021,Oct,Thursday,14:00 - 15:59,Genius Live Production,4
2021,Oct,Thursday,14:00 - 15:59,MyCujoo,11
2021,Oct,Thursday,14:00 - 15:59,Third Party,44
2021,Oct,Thursday,16:00 - 17:59,Genius Live Plus,6
2021,Oct,Thursday,16:00 - 17:59,Genius Live Production,2
2021,Oct,Thursday,16:00 - 17:59,MyCujoo,4
2021,Oct,Thursday,16:00 - 17:59,Third Party,11
2021,Oct,Thursday,18:00 - 19:59,Genius Live Production,2
2021,Oct,Thursday,18:00 - 19:59,MyCujoo,49
2021,Oct,Thursday,18:00 - 19:59,Third Party,4
2021,Oct,Thursday,2:00 - 3:59,Genius Live Production,1
2021,Oct,Thursday,2:00 - 3:59,Third Party,6
2021,Oct,Thursday,20:00 - 21:59,Third Party,3
2021,Oct,Thursday,22:00 - 23:59,Third Party,9
2021,Oct,Thursday,6:00 - 7:59,Third Party,21
2021,Oct,Thursday,8:00 - 9:59,Genius Live Production,1
2021,Oct,Thursday,8:00 - 9:59,MyCujoo,3
2021,Oct,Thursday,8:00 - 9:59,Third Party,20
2021,Oct,Friday,00:00 - 1:59,NFL,5
2021,Oct,Friday,00:00 - 1:59,Third Party,8
2021,Oct,Friday,10:00 - 11:59,Genius Live Plus,1
2021,Oct,Friday,10:00 - 11:59,Genius Live Production,1
2021,Oct,Friday,10:00 - 11:59,MyCujoo,2
2021,Oct,Friday,10:00 - 11:59,Third Party,46
2021,Oct,Friday,12:00 - 13:59,Genius Live Production,10
2021,Oct,Friday,12:00 - 13:59,MyCujoo,5
2021,Oct,Friday,12:00 - 13:59,Third Party,47
2021,Oct,Friday,14:00 - 15:59,Genius Live Plus,3
2021,Oct,Friday,14:00 - 15:59,Genius Live Production,16
2021,Oct,Friday,14:00 - 15:59,MyCujoo,1
2021,Oct,Friday,14:00 - 15:59,Third Party,19
2021,Oct,Friday,16:00 - 17:59,Genius Live Plus,6
2021,Oct,Friday,16:00 - 17:59,Genius Live Production,14
2021,Oct,Friday,16:00 - 17:59,Third Party,53
2021,Oct,Friday,18:00 - 19:59,Genius Live Plus,9
2021,Oct,Friday,18:00 - 19:59,Genius Live Production,21
2021,Oct,Friday,18:00 - 19:59,MyCujoo,19
2021,Oct,Friday,18:00 - 19:59,Third Party,53
2021,Oct,Friday,2:00 - 3:59,Third Party,3
2021,Oct,Friday,20:00 - 21:59,MyCujoo,2
2021,Oct,Friday,20:00 - 21:59,Third Party,16
2021,Oct,Friday,22:00 - 23:59,Third Party,45
2021,Oct,Friday,4:00 - 5:59,Third Party,1
2021,Oct,Friday,6:00 - 7:59,Third Party,29
2021,Oct,Friday,8:00 - 9:59,Genius Live Plus,1
2021,Oct,Friday,8:00 - 9:59,Third Party,32
2021,Oct,Saturday,00:00 - 1:59,Genius Live Production,3
2021,Oct,Saturday,00:00 - 1:59,Third Party,24
2021,Oct,Saturday,10:00 - 11:59,Genius Live Plus,3
2021,Oct,Saturday,10:00 - 11:59,Genius Live Production,18
2021,Oct,Saturday,10:00 - 11:59,MyCujoo,5
2021,Oct,Saturday,10:00 - 11:59,Third Party,36
2021,Oct,Saturday,12:00 - 13:59,Genius Live Plus,14
2021,Oct,Saturday,12:00 - 13:59,Genius Live Production,57
2021,Oct,Saturday,12:00 - 13:59,MyCujoo,3
2021,Oct,Saturday,12:00 - 13:59,Third Party,64
2021,Oct,Saturday,14:00 - 15:59,Genius Live Plus,11
2021,Oct,Saturday,14:00 - 15:59,Genius Live Production,103
2021,Oct,Saturday,14:00 - 15:59,MyCujoo,1
2021,Oct,Saturday,14:00 - 15:59,Third Party,72
2021,Oct,Saturday,16:00 - 17:59,Genius Live Plus,25
2021,Oct,Saturday,16:00 - 17:59,Genius Live Production,105
2021,Oct,Saturday,16:00 - 17:59,Third Party,169
2021,Oct,Saturday,18:00 - 19:59,Genius Live Plus,14
2021,Oct,Saturday,18:00 - 19:59,Genius Live Production,55
2021,Oct,Saturday,18:00 - 19:59,MyCujoo,21
2021,Oct,Saturday,18:00 - 19:59,Third Party,98
2021,Oct,Saturday,2:00 - 3:59,Genius Live Production,2
2021,Oct,Saturday,2:00 - 3:59,Third Party,13
2021,Oct,Saturday,20:00 - 21:59,Genius Live Plus,3
2021,Oct,Saturday,20:00 - 21:59,Genius Live Production,2
2021,Oct,Saturday,20:00 - 21:59,MyCujoo,2
2021,Oct,Saturday,20:00 - 21:59,Third Party,34
2021,Oct,Saturday,22:00 - 23:59,Genius Live Plus,1
2021,Oct,Saturday,22:00 - 23:59,Third Party,43
2021,Oct,Saturday,4:00 - 5:59,Third Party,27
2021,Oct,Saturday,6:00 - 7:59,Third Party,66
2021,Oct,Saturday,8:00 - 9:59,Genius Live Production,11
2021,Oct,Saturday,8:00 - 9:59,MyCujoo,5
2021,Oct,Saturday,8:00 - 9:59,Third Party,79
2021,Nov,Sunday,00:00 - 1:59,Genius Live Production,1
2021,Nov,Sunday,00:00 - 1:59,Third Party,33
2021,Nov,Sunday,10:00 - 11:59,Genius Live Plus,1
2021,Nov,Sunday,10:00 - 11:59,Genius Live Production,8
2021,Nov,Sunday,10:00 - 11:59,MyCujoo,4
2021,Nov,Sunday,10:00 - 11:59,Third Party,31
2021,Nov,Sunday,12:00 - 13:59,Genius Live Plus,4
2021,Nov,Sunday,12:00 - 13:59,Genius Live Production,15
2021,Nov,Sunday,12:00 - 13:59,MyCujoo,4
2021,Nov,Sunday,12:00 - 13:59,Third Party,33
2021,Nov,Sunday,14:00 - 15:59,Genius Live Plus,2
2021,Nov,Sunday,14:00 - 15:59,Genius Live Production,58
2021,Nov,Sunday,14:00 - 15:59,MyCujoo,4
2021,Nov,Sunday,14:00 - 15:59,Third Party,79
2021,Nov,Sunday,16:00 - 17:59,Genius Live Plus,5
2021,Nov,Sunday,16:00 - 17:59,Genius Live Production,74
2021,Nov,Sunday,16:00 - 17:59,Third Party,64
2021,Nov,Sunday,18:00 - 19:59,Genius Live Plus,2
2021,Nov,Sunday,18:00 - 19:59,Genius Live Production,13
2021,Nov,Sunday,18:00 - 19:59,MyCujoo,1
2021,Nov,Sunday,18:00 - 19:59,NFL,31
2021,Nov,Sunday,18:00 - 19:59,Third Party,28
2021,Nov,Sunday,2:00 - 3:59,Genius Live Production,1
2021,Nov,Sunday,2:00 - 3:59,MyCujoo,1
2021,Nov,Sunday,2:00 - 3:59,Third Party,14
2021,Nov,Sunday,20:00 - 21:59,NFL,13
2021,Nov,Sunday,20:00 - 21:59,Third Party,44
2021,Nov,Sunday,22:00 - 23:59,Third Party,16
2021,Nov,Sunday,4:00 - 5:59,MyCujoo,1
2021,Nov,Sunday,4:00 - 5:59,Third Party,24
2021,Nov,Sunday,6:00 - 7:59,MyCujoo,1
2021,Nov,Sunday,6:00 - 7:59,Third Party,36
2021,Nov,Sunday,8:00 - 9:59,Genius Live Production,6
2021,Nov,Sunday,8:00 - 9:59,MyCujoo,6
2021,Nov,Sunday,8:00 - 9:59,Third Party,13
2021,Nov,Monday,00:00 - 1:59,Genius Live Production,1
2021,Nov,Monday,00:00 - 1:59,NFL,5
2021,Nov,Monday,00:00 - 1:59,Third Party,7
2021,Nov,Monday,10:00 - 11:59,MyCujoo,2
2021,Nov,Monday,10:00 - 11:59,Third Party,38
2021,Nov,Monday,12:00 - 13:59,Genius Live Production,1
2021,Nov,Monday,12:00 - 13:59,MyCujoo,7
2021,Nov,Monday,12:00 - 13:59,Third Party,42
2021,Nov,Monday,14:00 - 15:59,Genius Live Production,6
2021,Nov,Monday,14:00 - 15:59,Third Party,13
2021,Nov,Monday,16:00 - 17:59,Genius Live Plus,5
2021,Nov,Monday,16:00 - 17:59,Genius Live Production,14
2021,Nov,Monday,18:00 - 19:59,Genius Live Plus,1
2021,Nov,Monday,18:00 - 19:59,Genius Live Production,6
2021,Nov,Monday,18:00 - 19:59,MyCujoo,18
2021,Nov,Monday,18:00 - 19:59,Third Party,14
2021,Nov,Monday,20:00 - 21:59,Genius Live Plus,1
2021,Nov,Monday,20:00 - 21:59,Third Party,23
2021,Nov,Monday,22:00 - 23:59,Third Party,13
2021,Nov,Monday,6:00 - 7:59,MyCujoo,2
2021,Nov,Monday,6:00 - 7:59,Third Party,23
2021,Nov,Monday,8:00 - 9:59,MyCujoo,1
2021,Nov,Monday,8:00 - 9:59,Third Party,27
2021,Nov,Tuesday,00:00 - 1:59,NFL,5
2021,Nov,Tuesday,00:00 - 1:59,Third Party,13
2021,Nov,Tuesday,10:00 - 11:59,Third Party,41
2021,Nov,Tuesday,12:00 - 13:59,MyCujoo,10
2021,Nov,Tuesday,12:00 - 13:59,Third Party,51
2021,Nov,Tuesday,14:00 - 15:59,Third Party,8
2021,Nov,Tuesday,16:00 - 17:59,Genius Live Plus,19
2021,Nov,Tuesday,16:00 - 17:59,Genius Live Production,8
2021,Nov,Tuesday,16:00 - 17:59,Third Party,15
2021,Nov,Tuesday,18:00 - 19:59,Genius Live Plus,2
2021,Nov,Tuesday,18:00 - 19:59,Genius Live Production,18
2021,Nov,Tuesday,18:00 - 19:59,Third Party,17
2021,Nov,Tuesday,2:00 - 3:59,Genius Live Production,1
2021,Nov,Tuesday,2:00 - 3:59,Third Party,1
2021,Nov,Tuesday,20:00 - 21:59,Genius Live Plus,1
2021,Nov,Tuesday,20:00 - 21:59,Third Party,10
2021,Nov,Tuesday,22:00 - 23:59,MyCujoo,1
2021,Nov,Tuesday,22:00 - 23:59,Third Party,8
2021,Nov,Tuesday,4:00 - 5:59,Third Party,8
2021,Nov,Tuesday,6:00 - 7:59,Third Party,33
2021,Nov,Tuesday,8:00 - 9:59,MyCujoo,2
2021,Nov,Tuesday,8:00 - 9:59,Third Party,37
2021,Nov,Wednesday,00:00 - 1:59,Third Party,11
2021,Nov,Wednesday,10:00 - 11:59,Third Party,36
2021,Nov,Wednesday,12:00 - 13:59,Genius Live Production,1
2021,Nov,Wednesday,12:00 - 13:59,MyCujoo,1
2021,Nov,Wednesday,12:00 - 13:59,Third Party,24
2021,Nov,Wednesday,14:00 - 15:59,Genius Live Production,1
2021,Nov,Wednesday,14:00 - 15:59,MyCujoo,1
2021,Nov,Wednesday,14:00 - 15:59,Third Party,9
2021,Nov,Wednesday,16:00 - 17:59,Genius Live Plus,2
2021,Nov,Wednesday,16:00 - 17:59,Genius Live Production,17
2021,Nov,Wednesday,16:00 - 17:59,Third Party,17
2021,Nov,Wednesday,18:00 - 19:59,Genius Live Plus,1
2021,Nov,Wednesday,18:00 - 19:59,Genius Live Production,38
2021,Nov,Wednesday,18:00 - 19:59,MyCujoo,1
2021,Nov,Wednesday,18:00 - 19:59,Third Party,37
2021,Nov,Wednesday,2:00 - 3:59,Genius Live Production,1
2021,Nov,Wednesday,2:00 - 3:59,MyCujoo,1
2021,Nov,Wednesday,2:00 - 3:59,Third Party,4
2021,Nov,Wednesday,20:00 - 21:59,Genius Live Production,4
2021,Nov,Wednesday,20:00 - 21:59,Third Party,5
2021,Nov,Wednesday,22:00 - 23:59,MyCujoo,1
2021,Nov,Wednesday,22:00 - 23:59,Third Party,10
2021,Nov,Wednesday,4:00 - 5:59,MyCujoo,1
2021,Nov,Wednesday,4:00 - 5:59,Third Party,9
2021,Nov,Wednesday,6:00 - 7:59,Third Party,24
2021,Nov,Wednesday,8:00 - 9:59,MyCujoo,6
2021,Nov,Wednesday,8:00 - 9:59,Third Party,11
2021,Nov,Thursday,00:00 - 1:59,Third Party,32
2021,Nov,Thursday,10:00 - 11:59,MyCujoo,3
2021,Nov,Thursday,10:00 - 11:59,Third Party,36
2021,Nov,Thursday,12:00 - 13:59,Genius Live Production,1
2021,Nov,Thursday,12:00 - 13:59,MyCujoo,1
2021,Nov,Thursday,12:00 - 13:59,Third Party,38
2021,Nov,Thursday,14:00 - 15:59,Genius Live Production,1
2021,Nov,Thursday,14:00 - 15:59,MyCujoo,9
2021,Nov,Thursday,14:00 - 15:59,Third Party,9
2021,Nov,Thursday,16:00 - 17:59,Genius Live Plus,1
2021,Nov,Thursday,16:00 - 17:59,Genius Live Production,3
2021,Nov,Thursday,16:00 - 17:59,NFL,1
2021,Nov,Thursday,16:00 - 17:59,Third Party,50
2021,Nov,Thursday,18:00 - 19:59,Genius Live Plus,1
2021,Nov,Thursday,18:00 - 19:59,Genius Live Production,8
2021,Nov,Thursday,18:00 - 19:59,MyCujoo,22
2021,Nov,Thursday,18:00 - 19:59,Third Party,24
2021,Nov,Thursday,2:00 - 3:59,Genius Live Production,1
2021,Nov,Thursday,2:00 - 3:59,MyCujoo,1
2021,Nov,Thursday,2:00 - 3:59,Third Party,10
2021,Nov,Thursday,20:00 - 21:59,NFL,1
2021,Nov,Thursday,20:00 - 21:59,Third Party,4
2021,Nov,Thursday,22:00 - 23:59,Third Party,5
2021,Nov,Thursday,4:00 - 5:59,MyCujoo,1
2021,Nov,Thursday,4:00 - 5:59,Third Party,2
2021,Nov,Thursday,6:00 - 7:59,Third Party,28
2021,Nov,Thursday,8:00 - 9:59,MyCujoo,1
2021,Nov,Thursday,8:00 - 9:59,Third Party,29
2021,Nov,Friday,00:00 - 1:59,NFL,4
2021,Nov,Friday,00:00 - 1:59,Third Party,6
2021,Nov,Friday,10:00 - 11:59,Genius Live Plus,2
2021,Nov,Friday,10:00 - 11:59,MyCujoo,5
2021,Nov,Friday,10:00 - 11:59,Third Party,37
2021,Nov,Friday,12:00 - 13:59,Genius Live Production,3
2021,Nov,Friday,12:00 - 13:59,MyCujoo,1
2021,Nov,Friday,12:00 - 13:59,Third Party,36
2021,Nov,Friday,14:00 - 15:59,Genius Live Production,5
2021,Nov,Friday,14:00 - 15:59,MyCujoo,4
2021,Nov,Friday,14:00 - 15:59,Third Party,10
2021,Nov,Friday,16:00 - 17:59,Genius Live Plus,2
2021,Nov,Friday,16:00 - 17:59,Genius Live Production,15
2021,Nov,Friday,16:00 - 17:59,Third Party,14
2021,Nov,Friday,18:00 - 19:59,Genius Live Plus,4
2021,Nov,Friday,18:00 - 19:59,Genius Live Production,27
2021,Nov,Friday,18:00 - 19:59,MyCujoo,10
2021,Nov,Friday,18:00 - 19:59,Third Party,38
2021,Nov,Friday,20:00 - 21:59,Genius Live Plus,1
2021,Nov,Friday,20:00 - 21:59,Genius Live Production,3
2021,Nov,Friday,20:00 - 21:59,Third Party,1
2021,Nov,Friday,22:00 - 23:59,Third Party,13
2021,Nov,Friday,6:00 - 7:59,MyCujoo,1
2021,Nov,Friday,6:00 - 7:59,Third Party,19
2021,Nov,Friday,8:00 - 9:59,Genius Live Production,1
2021,Nov,Friday,8:00 - 9:59,MyCujoo,2
2021,Nov,Friday,8:00 - 9:59,Third Party,21
2021,Nov,Saturday,00:00 - 1:59,Genius Live Production,2
2021,Nov,Saturday,00:00 - 1:59,Third Party,43
2021,Nov,Saturday,10:00 - 11:59,Genius Live Production,6
2021,Nov,Saturday,10:00 - 11:59,MyCujoo,12
2021,Nov,Saturday,10:00 - 11:59,Third Party,27
2021,Nov,Saturday,12:00 - 13:59,Genius Live Plus,6
2021,Nov,Saturday,12:00 - 13:59,Genius Live Production,27
2021,Nov,Saturday,12:00 - 13:59,MyCujoo,2
2021,Nov,Saturday,12:00 - 13:59,Third Party,46
2021,Nov,Saturday,14:00 - 15:59,Genius Live Plus,7
2021,Nov,Saturday,14:00 - 15:59,Genius Live Production,57
2021,Nov,Saturday,14:00 - 15:59,Third Party,49
2021,Nov,Saturday,16:00 - 17:59,Genius Live Plus,10
2021,Nov,Saturday,16:00 - 17:59,Genius Live Production,68
2021,Nov,Saturday,16:00 - 17:59,Third Party,77
2021,Nov,Saturday,18:00 - 19:59,Genius Live Plus,23
2021,Nov,Saturday,18:00 - 19:59,Genius Live Production,113
2021,Nov,Saturday,18:00 - 19:59,MyCujoo,2
2021,Nov,Saturday,18:00 - 19:59,Third Party,134
2021,Nov,Saturday,2:00 - 3:59,Genius Live Production,2
2021,Nov,Saturday,2:00 - 3:59,MyCujoo,1
2021,Nov,Saturday,2:00 - 3:59,Third Party,15
2021,Nov,Saturday,20:00 - 21:59,Genius Live Plus,1
2021,Nov,Saturday,20:00 - 21:59,Genius Live Production,1
2021,Nov,Saturday,20:00 - 21:59,Third Party,21
2021,Nov,Saturday,22:00 - 23:59,Third Party,24
2021,Nov,Saturday,4:00 - 5:59,MyCujoo,1
2021,Nov,Saturday,4:00 - 5:59,Third Party,24
2021,Nov,Saturday,6:00 - 7:59,MyCujoo,2
2021,Nov,Saturday,6:00 - 7:59,Third Party,31
2021,Nov,Saturday,8:00 - 9:59,Genius Live Production,4
2021,Nov,Saturday,8:00 - 9:59,MyCujoo,5
2021,Nov,Saturday,8:00 - 9:59,Third Party,49
2021,Dec,Sunday,00:00 - 1:59,Genius Live Production,3
2021,Dec,Sunday,00:00 - 1:59,NFL,2
2021,Dec,Sunday,00:00 - 1:59,Third Party,29
2021,Dec,Sunday,10:00 - 11:59,Genius Live Plus,2
2021,Dec,Sunday,10:00 - 11:59,Genius Live Production,7
2021,Dec,Sunday,10:00 - 11:59,MyCujoo,3
2021,Dec,Sunday,10:00 - 11:59,Third Party,63
2021,Dec,Sunday,12:00 - 13:59,Genius Live Plus,5
2021,Dec,Sunday,12:00 - 13:59,Genius Live Production,11
2021,Dec,Sunday,12:00 - 13:59,MyCujoo,1
2021,Dec,Sunday,12:00 - 13:59,Third Party,36
2021,Dec,Sunday,14:00 - 15:59,Genius Live Plus,5
2021,Dec,Sunday,14:00 - 15:59,Genius Live Production,36
2021,Dec,Sunday,14:00 - 15:59,MyCujoo,1
2021,Dec,Sunday,14:00 - 15:59,Third Party,109
2021,Dec,Sunday,16:00 - 17:59,Genius Live Plus,12
2021,Dec,Sunday,16:00 - 17:59,Genius Live Production,50
2021,Dec,Sunday,16:00 - 17:59,Third Party,74
2021,Dec,Sunday,18:00 - 19:59,Genius Live Plus,4
2021,Dec,Sunday,18:00 - 19:59,Genius Live Production,14
2021,Dec,Sunday,18:00 - 19:59,MyCujoo,4
2021,Dec,Sunday,18:00 - 19:59,NFL,28
2021,Dec,Sunday,18:00 - 19:59,Third Party,18
2021,Dec,Sunday,2:00 - 3:59,Genius Live Production,1
2021,Dec,Sunday,2:00 - 3:59,Third Party,13
2021,Dec,Sunday,20:00 - 21:59,MyCujoo,2
2021,Dec,Sunday,20:00 - 21:59,NFL,14
2021,Dec,Sunday,20:00 - 21:59,Third Party,20
2021,Dec,Sunday,22:00 - 23:59,Third Party,11
2021,Dec,Sunday,4:00 - 5:59,Third Party,37
2021,Dec,Sunday,6:00 - 7:59,MyCujoo,1
2021,Dec,Sunday,6:00 - 7:59,Third Party,34
2021,Dec,Sunday,8:00 - 9:59,Genius Live Production,9
2021,Dec,Sunday,8:00 - 9:59,MyCujoo,2
2021,Dec,Sunday,8:00 - 9:59,Third Party,11
2021,Dec,Monday,00:00 - 1:59,MyCujoo,1
2021,Dec,Monday,00:00 - 1:59,NFL,4
2021,Dec,Monday,00:00 - 1:59,Third Party,7
2021,Dec,Monday,10:00 - 11:59,MyCujoo,1
2021,Dec,Monday,10:00 - 11:59,Third Party,25
2021,Dec,Monday,12:00 - 13:59,Genius Live Plus,3
2021,Dec,Monday,12:00 - 13:59,Genius Live Production,2
2021,Dec,Monday,12:00 - 13:59,MyCujoo,1
2021,Dec,Monday,12:00 - 13:59,Third Party,27
2021,Dec,Monday,14:00 - 15:59,Genius Live Production,4
2021,Dec,Monday,14:00 - 15:59,Third Party,6
2021,Dec,Monday,16:00 - 17:59,Genius Live Plus,3
2021,Dec,Monday,16:00 - 17:59,Genius Live Production,7
2021,Dec,Monday,16:00 - 17:59,Third Party,13
2021,Dec,Monday,18:00 - 19:59,Genius Live Plus,1
2021,Dec,Monday,18:00 - 19:59,Genius Live Production,6
