YEAR,MONTH,DAY_NAME,INTERVAL_TIME,PRODUCTION_METHOD,Count
2021,Jan,Monday,4:00 - 5:59,Third Party,2
2021,Jan,Monday,6:00 - 7:59,Genius Live Production,3
2021,Jan,Monday,6:00 - 7:59,Third Party,8
2021,Jan,Monday,8:00 - 9:59,Genius Live Production,8
2021,Jan,Monday,8:00 - 9:59,Third Party,15
2021,Jan,Tuesday,10:00 - 11:59,Genius Live Production,8
2021,Jan,Tuesday,10:00 - 11:59,Third Party,18
2021,Jan,Tuesday,12:00 - 13:59,Genius Live Production,11
2021,Jan,Tuesday,12:00 - 13:59,Third Party,18
2021,Jan,Tuesday,14:00 - 15:59,Genius Live Production,3
2021,Jan,Tuesday,14:00 - 15:59,Third Party,10
2021,Jan,Tuesday,16:00 - 17:59,Genius Live Plus,13
2021,Jan,Tuesday,16:00 - 17:59,Genius Live Production,9
2021,Jan,Tuesday,16:00 - 17:59,Third Party,9
2021,Jan,Tuesday,18:00 - 19:59,Genius Live Plus,1
2021,Jan,Tuesday,18:00 - 19:59,Genius Live Production,12
2021,Jan,Tuesday,18:00 - 19:59,Third Party,3
2021,Jan,Tuesday,20:00 - 21:59,Genius Live Plus,4
2021,Jan,Tuesday,20:00 - 21:59,Genius Live Production,1
2021,Jan,Tuesday,22:00 - 23:59,Genius Live Production,1
2021,Jan,Tuesday,22:00 - 23:59,MyCujoo,3
2021,Jan,Tuesday,22:00 - 23:59,Third Party,1
2021,Jan,Tuesday,4:00 - 5:59,Third Party,1
2021,Jan,Tuesday,6:00 - 7:59,Genius Live Production,5
2021,Jan,Tuesday,6:00 - 7:59,Third Party,8
2021,Jan,Tuesday,8:00 - 9:59,Genius Live Production,9
2021,Jan,Tuesday,8:00 - 9:59,Third Party,15
2021,Jan,Wednesday,00:00 - 1:59,MyCujoo,1
2021,Jan,Wednesday,00:00 - 1:59,Third Party,3
2021,Jan,Wednesday,10:00 - 11:59,Genius Live Production,10
2021,Jan,Wednesday,10:00 - 11:59,Third Party,22
2021,Jan,Wednesday,12:00 - 13:59,Genius Live Production,12
2021,Jan,Wednesday,12:00 - 13:59,Third Party,8
2021,Jan,Wednesday,14:00 - 15:59,Genius Live Production,8
2021,Jan,Wednesday,14:00 - 15:59,Third Party,3
2021,Jan,Wednesday,16:00 - 17:59,Genius Live Plus,4
2021,Jan,Wednesday,16:00 - 17:59,Genius Live Production,27
2021,Jan,Wednesday,16:00 - 17:59,Third Party,23
2021,Jan,Wednesday,18:00 - 19:59,Genius Live Plus,1
2021,Jan,Wednesday,18:00 - 19:59,Genius Live Production,28
2021,Jan,Wednesday,18:00 - 19:59,MyCujoo,3
2021,Jan,Wednesday,18:00 - 19:59,Third Party,21
2021,Jan,Wednesday,2:00 - 3:59,Third Party,5
2021,Jan,Wednesday,20:00 - 21:59,Genius Live Plus,3
2021,Jan,Wednesday,20:00 - 21:59,Genius Live Production,7
2021,Jan,Wednesday,22:00 - 23:59,Third Party,3
2021,Jan,Wednesday,6:00 - 7:59,Genius Live Production,6
2021,Jan,Wednesday,8:00 - 9:59,Genius Live Production,10
2021,Jan,Wednesday,8:00 - 9:59,Third Party,4
2021,Jan,Thursday,00:00 - 1:59,Third Party,3
2021,Jan,Thursday,10:00 - 11:59,Genius Live Production,11
2021,Jan,Thursday,10:00 - 11:59,Third Party,17
2021,Jan,Thursday,12:00 - 13:59,Genius Live Production,10
2021,Jan,Thursday,12:00 - 13:59,Third Party,17
2021,Jan,Thursday,14:00 - 15:59,Genius Live Production,5
2021,Jan,Thursday,14:00 - 15:59,Third Party,11
2021,Jan,Thursday,16:00 - 17:59,Genius Live Plus,1
2021,Jan,Thursday,16:00 - 17:59,Genius Live Production,11
2021,Jan,Thursday,16:00 - 17:59,Third Party,4
2021,Jan,Thursday,18:00 - 19:59,Genius Live Plus,1
2021,Jan,Thursday,18:00 - 19:59,Genius Live Production,13
2021,Jan,Thursday,18:00 - 19:59,MyCujoo,1
2021,Jan,Thursday,18:00 - 19:59,Third Party,1
2021,Jan,Thursday,2:00 - 3:59,Third Party,3
2021,Jan,Thursday,20:00 - 21:59,Genius Live Plus,1
2021,Jan,Thursday,20:00 - 21:59,Genius Live Production,2
2021,Jan,Thursday,20:00 - 21:59,MyCujoo,1
2021,Jan,Thursday,6:00 - 7:59,Genius Live Production,5
2021,Jan,Thursday,6:00 - 7:59,Third Party,8
2021,Jan,Thursday,8:00 - 9:59,Genius Live Production,10
2021,Jan,Thursday,8:00 - 9:59,Third Party,18
2021,Jan,Friday,00:00 - 1:59,MyCujoo,1
2021,Jan,Friday,00:00 - 1:59,Third Party,1
2021,Jan,Friday,10:00 - 11:59,Genius Live Production,2
2021,Jan,Friday,10:00 - 11:59,Third Party,19
2021,Jan,Friday,12:00 - 13:59,Genius Live Production,3
2021,Jan,Friday,12:00 - 13:59,Third Party,16
2021,Jan,Friday,14:00 - 15:59,Genius Live Production,11
2021,Jan,Friday,14:00 - 15:59,Third Party,14
2021,Jan,Friday,16:00 - 17:59,Genius Live Plus,2
2021,Jan,Friday,16:00 - 17:59,Genius Live Production,28
2021,Jan,Friday,16:00 - 17:59,Third Party,16
2021,Jan,Friday,18:00 - 19:59,Genius Live Plus,1
2021,Jan,Friday,18:00 - 19:59,Genius Live Production,9
2021,Jan,Friday,18:00 - 19:59,Third Party,2
2021,Jan,Friday,2:00 - 3:59,Third Party,1
2021,Jan,Friday,20:00 - 21:59,Genius Live Plus,2
2021,Jan,Friday,20:00 - 21:59,Genius Live Production,3
2021,Jan,Friday,22:00 - 23:59,Third Party,1
2021,Jan,Friday,6:00 - 7:59,Third Party,8
2021,Jan,Friday,8:00 - 9:59,Genius Live Production,2
2021,Jan,Friday,8:00 - 9:59,Third Party,16
2021,Jan,Saturday,00:00 - 1:59,MyCujoo,1
2021,Jan,Saturday,10:00 - 11:59,Genius Live Production,6
2021,Jan,Saturday,10:00 - 11:59,Third Party,7
2021,Jan,Saturday,12:00 - 13:59,Genius Live Plus,9
2021,Jan,Saturday,12:00 - 13:59,Genius Live Production,32
2021,Jan,Saturday,12:00 - 13:59,MyCujoo,1
2021,Jan,Saturday,12:00 - 13:59,Third Party,21
2021,Jan,Saturday,14:00 - 15:59,Genius Live Plus,2
2021,Jan,Saturday,14:00 - 15:59,Genius Live Production,50
2021,Jan,Saturday,14:00 - 15:59,Third Party,16
2021,Jan,Saturday,16:00 - 17:59,Genius Live Plus,7
2021,Jan,Saturday,16:00 - 17:59,Genius Live Production,105
2021,Jan,Saturday,16:00 - 17:59,Third Party,61
2021,Jan,Saturday,18:00 - 19:59,Genius Live Plus,11
2021,Jan,Saturday,18:00 - 19:59,Genius Live Production,57
2021,Jan,Saturday,18:00 - 19:59,MyCujoo,12
2021,Jan,Saturday,18:00 - 19:59,Third Party,30
2021,Jan,Saturday,20:00 - 21:59,Genius Live Production,1
2021,Jan,Saturday,20:00 - 21:59,MyCujoo,2
2021,Jan,Saturday,22:00 - 23:59,MyCujoo,1
2021,Jan,Saturday,4:00 - 5:59,Third Party,9
2021,Jan,Saturday,6:00 - 7:59,Third Party,20
2021,Jan,Saturday,8:00 - 9:59,Genius Live Production,10
2021,Jan,Saturday,8:00 - 9:59,Third Party,33
2021,Feb,Sunday,00:00 - 1:59,Genius Live Production,2
2021,Feb,Sunday,00:00 - 1:59,Third Party,15
2021,Feb,Sunday,10:00 - 11:59,Genius Live Production,12
2021,Feb,Sunday,10:00 - 11:59,MyCujoo,4
2021,Feb,Sunday,10:00 - 11:59,Third Party,10
2021,Feb,Sunday,12:00 - 13:59,Genius Live Plus,5
2021,Feb,Sunday,12:00 - 13:59,Genius Live Production,33
2021,Feb,Sunday,12:00 - 13:59,MyCujoo,1
2021,Feb,Sunday,12:00 - 13:59,Third Party,13
2021,Feb,Sunday,14:00 - 15:59,Genius Live Plus,2
2021,Feb,Sunday,14:00 - 15:59,Genius Live Production,58
2021,Feb,Sunday,14:00 - 15:59,Third Party,25
2021,Feb,Sunday,16:00 - 17:59,Genius Live Plus,11
2021,Feb,Sunday,16:00 - 17:59,Genius Live Production,55
2021,Feb,Sunday,16:00 - 17:59,Third Party,28
2021,Feb,Sunday,18:00 - 19:59,Genius Live Plus,5
2021,Feb,Sunday,18:00 - 19:59,Genius Live Production,10
2021,Feb,Sunday,18:00 - 19:59,MyCujoo,6
2021,Feb,Sunday,18:00 - 19:59,Third Party,10
2021,Feb,Sunday,2:00 - 3:59,Genius Live Production,2
2021,Feb,Sunday,2:00 - 3:59,Third Party,4
2021,Feb,Sunday,20:00 - 21:59,MyCujoo,1
2021,Feb,Sunday,20:00 - 21:59,Third Party,8
2021,Feb,Sunday,22:00 - 23:59,MyCujoo,1
2021,Feb,Sunday,22:00 - 23:59,Third Party,2
2021,Feb,Sunday,4:00 - 5:59,Third Party,48
2021,Feb,Sunday,6:00 - 7:59,Genius Live Production,3
2021,Feb,Sunday,6:00 - 7:59,MyCujoo,1
2021,Feb,Sunday,6:00 - 7:59,Third Party,11
2021,Feb,Sunday,8:00 - 9:59,Genius Live Production,12
2021,Feb,Sunday,8:00 - 9:59,MyCujoo,1
2021,Feb,Sunday,8:00 - 9:59,Third Party,5
2021,Feb,Monday,00:00 - 1:59,Third Party,2
2021,Feb,Monday,10:00 - 11:59,Genius Live Production,17
2021,Feb,Monday,10:00 - 11:59,Third Party,19
2021,Feb,Monday,12:00 - 13:59,Genius Live Production,17
2021,Feb,Monday,12:00 - 13:59,Third Party,24
2021,Feb,Monday,14:00 - 15:59,Genius Live Plus,1
2021,Feb,Monday,14:00 - 15:59,Genius Live Production,9
2021,Feb,Monday,14:00 - 15:59,Third Party,16
2021,Feb,Monday,16:00 - 17:59,Genius Live Production,4
2021,Feb,Monday,16:00 - 17:59,Third Party,2
2021,Feb,Monday,18:00 - 19:59,Genius Live Production,3
2021,Feb,Monday,18:00 - 19:59,MyCujoo,1
2021,Feb,Monday,2:00 - 3:59,Third Party,1
2021,Feb,Monday,20:00 - 21:59,Third Party,4
2021,Feb,Monday,22:00 - 23:59,Third Party,4
2021,Feb,Monday,6:00 - 7:59,Genius Live Production,8
2021,Feb,Monday,6:00 - 7:59,Third Party,12
2021,Feb,Monday,8:00 - 9:59,Genius Live Production,16
2021,Feb,Monday,8:00 - 9:59,Third Party,24
2021,Feb,Tuesday,00:00 - 1:59,Third Party,5
2021,Feb,Tuesday,10:00 - 11:59,Genius Live Production,15
2021,Feb,Tuesday,10:00 - 11:59,Third Party,18
2021,Feb,Tuesday,12:00 - 13:59,Genius Live Production,14
2021,Feb,Tuesday,12:00 - 13:59,Third Party,22
2021,Feb,Tuesday,14:00 - 15:59,Genius Live Plus,1
2021,Feb,Tuesday,14:00 - 15:59,Genius Live Production,5
2021,Feb,Tuesday,14:00 - 15:59,Third Party,16
2021,Feb,Tuesday,16:00 - 17:59,Genius Live Plus,4
2021,Feb,Tuesday,16:00 - 17:59,Genius Live Production,19
2021,Feb,Tuesday,16:00 - 17:59,Third Party,8
2021,Feb,Tuesday,18:00 - 19:59,Genius Live Production,11
2021,Feb,Tuesday,18:00 - 19:59,Third Party,7
2021,Feb,Tuesday,2:00 - 3:59,Third Party,1
2021,Feb,Tuesday,20:00 - 21:59,Genius Live Production,2
2021,Feb,Tuesday,20:00 - 21:59,Third Party,7
2021,Feb,Tuesday,22:00 - 23:59,Third Party,11
2021,Feb,Tuesday,6:00 - 7:59,Genius Live Production,8
2021,Feb,Tuesday,6:00 - 7:59,MyCujoo,1
2021,Feb,Tuesday,6:00 - 7:59,Third Party,14
2021,Feb,Tuesday,8:00 - 9:59,Genius Live Production,17
2021,Feb,Tuesday,8:00 - 9:59,MyCujoo,1
2021,Feb,Tuesday,8:00 - 9:59,Third Party,22
2021,Feb,Wednesday,00:00 - 1:59,Third Party,9
2021,Feb,Wednesday,10:00 - 11:59,Genius Live Production,16
2021,Feb,Wednesday,10:00 - 11:59,MyCujoo,3
2021,Feb,Wednesday,10:00 - 11:59,Third Party,17
2021,Feb,Wednesday,12:00 - 13:59,Genius Live Production,16
2021,Feb,Wednesday,12:00 - 13:59,MyCujoo,3
2021,Feb,Wednesday,12:00 - 13:59,Third Party,15
2021,Feb,Wednesday,14:00 - 15:59,Genius Live Production,9
2021,Feb,Wednesday,14:00 - 15:59,Third Party,10
2021,Feb,Wednesday,16:00 - 17:59,Genius Live Plus,10
2021,Feb,Wednesday,16:00 - 17:59,Genius Live Production,34
2021,Feb,Wednesday,16:00 - 17:59,Third Party,14
2021,Feb,Wednesday,18:00 - 19:59,Genius Live Plus,2
2021,Feb,Wednesday,18:00 - 19:59,Genius Live Production,22
2021,Feb,Wednesday,18:00 - 19:59,MyCujoo,13
2021,Feb,Wednesday,18:00 - 19:59,Third Party,30
2021,Feb,Wednesday,2:00 - 3:59,Third Party,4
2021,Feb,Wednesday,20:00 - 21:59,Genius Live Plus,2
2021,Feb,Wednesday,20:00 - 21:59,Genius Live Production,14
2021,Feb,Wednesday,20:00 - 21:59,Third Party,11
2021,Feb,Wednesday,22:00 - 23:59,MyCujoo,2
2021,Feb,Wednesday,22:00 - 23:59,Third Party,7
2021,Feb,Wednesday,6:00 - 7:59,Genius Live Production,8
2021,Feb,Wednesday,6:00 - 7:59,MyCujoo,1
2021,Feb,Wednesday,6:00 - 7:59,Third Party,1
2021,Feb,Wednesday,8:00 - 9:59,Genius Live Production,16
2021,Feb,Wednesday,8:00 - 9:59,MyCujoo,1
2021,Feb,Wednesday,8:00 - 9:59,Third Party,9
2021,Feb,Thursday,00:00 - 1:59,Third Party,9
2021,Feb,Thursday,10:00 - 11:59,Genius Live Production,19
2021,Feb,Thursday,10:00 - 11:59,Third Party,23
2021,Feb,Thursday,12:00 - 13:59,Genius Live Production,15
2021,Feb,Thursday,12:00 - 13:59,Third Party,27
2021,Feb,Thursday,14:00 - 15:59,Genius Live Production,7
2021,Feb,Thursday,14:00 - 15:59,Third Party,23
2021,Feb,Thursday,16:00 - 17:59,Genius Live Plus,1
2021,Feb,Thursday,16:00 - 17:59,Genius Live Production,13
2021,Feb,Thursday,16:00 - 17:59,Third Party,12
2021,Feb,Thursday,18:00 - 19:59,Genius Live Production,12
2021,Feb,Thursday,18:00 - 19:59,MyCujoo,3
2021,Feb,Thursday,18:00 - 19:59,Third Party,11
2021,Feb,Thursday,2:00 - 3:59,Third Party,10
2021,Feb,Thursday,20:00 - 21:59,Genius Live Production,3
2021,Feb,Thursday,20:00 - 21:59,MyCujoo,2
2021,Feb,Thursday,20:00 - 21:59,Third Party,7
2021,Feb,Thursday,22:00 - 23:59,Third Party,10
2021,Feb,Thursday,6:00 - 7:59,Genius Live Production,8
2021,Feb,Thursday,6:00 - 7:59,MyCujoo,1
2021,Feb,Thursday,6:00 - 7:59,Third Party,9
2021,Feb,Thursday,8:00 - 9:59,Genius Live Production,16
2021,Feb,Thursday,8:00 - 9:59,MyCujoo,1
2021,Feb,Thursday,8:00 - 9:59,Third Party,16
2021,Feb,Friday,00:00 - 1:59,Genius Live Production,2
2021,Feb,Friday,00:00 - 1:59,Third Party,5
2021,Feb,Friday,10:00 - 11:59,Genius Live Production,4
2021,Feb,Friday,10:00 - 11:59,Third Party,26
2021,Feb,Friday,12:00 - 13:59,Genius Live Production,5
2021,Feb,Friday,12:00 - 13:59,Third Party,25
2021,Feb,Friday,14:00 - 15:59,Genius Live Production,14
2021,Feb,Friday,14:00 - 15:59,Third Party,25
2021,Feb,Friday,16:00 - 17:59,Genius Live Plus,2
2021,Feb,Friday,16:00 - 17:59,Genius Live Production,26
2021,Feb,Friday,16:00 - 17:59,Third Party,11
2021,Feb,Friday,18:00 - 19:59,Genius Live Production,12
2021,Feb,Friday,18:00 - 19:59,Third Party,11
2021,Feb,Friday,2:00 - 3:59,Genius Live Production,2
2021,Feb,Friday,2:00 - 3:59,Third Party,1
2021,Feb,Friday,20:00 - 21:59,Genius Live Plus,2
2021,Feb,Friday,20:00 - 21:59,Genius Live Production,6
2021,Feb,Friday,20:00 - 21:59,Third Party,6
2021,Feb,Friday,22:00 - 23:59,Genius Live Production,1
2021,Feb,Friday,22:00 - 23:59,Third Party,6
2021,Feb,Friday,6:00 - 7:59,Genius Live Production,2
2021,Feb,Friday,6:00 - 7:59,MyCujoo,1
2021,Feb,Friday,6:00 - 7:59,Third Party,8
2021,Feb,Friday,8:00 - 9:59,Genius Live Production,4
2021,Feb,Friday,8:00 - 9:59,MyCujoo,1
2021,Feb,Friday,8:00 - 9:59,Third Party,21
2021,Feb,Saturday,00:00 - 1:59,Genius Live Production,2
2021,Feb,Saturday,00:00 - 1:59,Third Party,15
2021,Feb,Saturday,10:00 - 11:59,Genius Live Production,13
2021,Feb,Saturday,10:00 - 11:59,MyCujoo,4
2021,Feb,Saturday,10:00 - 11:59,Third Party,13
2021,Feb,Saturday,12:00 - 13:59,Genius Live Plus,8
2021,Feb,Saturday,12:00 - 13:59,Genius Live Production,35
2021,Feb,Saturday,12:00 - 13:59,MyCujoo,4
2021,Feb,Saturday,12:00 - 13:59,Third Party,20
2021,Feb,Saturday,14:00 - 15:59,Genius Live Production,76
2021,Feb,Saturday,14:00 - 15:59,Third Party,18
2021,Feb,Saturday,16:00 - 17:59,Genius Live Plus,10
2021,Feb,Saturday,16:00 - 17:59,Genius Live Production,129
2021,Feb,Saturday,16:00 - 17:59,Third Party,60
2021,Feb,Saturday,18:00 - 19:59,Genius Live Plus,7
2021,Feb,Saturday,18:00 - 19:59,Genius Live Production,64
2021,Feb,Saturday,18:00 - 19:59,MyCujoo,13
2021,Feb,Saturday,18:00 - 19:59,Third Party,27
2021,Feb,Saturday,2:00 - 3:59,Genius Live Production,2
2021,Feb,Saturday,2:00 - 3:59,Third Party,6
2021,Feb,Saturday,20:00 - 21:59,Genius Live Production,1
2021,Feb,Saturday,20:00 - 21:59,MyCujoo,1
2021,Feb,Saturday,20:00 - 21:59,Third Party,10
2021,Feb,Saturday,22:00 - 23:59,Third Party,6
2021,Feb,Saturday,4:00 - 5:59,Third Party,11
2021,Feb,Saturday,6:00 - 7:59,Genius Live Production,3
2021,Feb,Saturday,6:00 - 7:59,MyCujoo,1
2021,Feb,Saturday,6:00 - 7:59,Third Party,27
2021,Feb,Saturday,8:00 - 9:59,Genius Live Production,18
2021,Feb,Saturday,8:00 - 9:59,MyCujoo,1
2021,Feb,Saturday,8:00 - 9:59,Third Party,30
2021,Mar,Sunday,00:00 - 1:59,Genius Live Production,4
2021,Mar,Sunday,00:00 - 1:59,Third Party,16
2021,Mar,Sunday,10:00 - 11:59,Genius Live Production,21
2021,Mar,Sunday,10:00 - 11:59,MyCujoo,4
2021,Mar,Sunday,10:00 - 11:59,Third Party,18
2021,Mar,Sunday,12:00 - 13:59,Genius Live Plus,2
2021,Mar,Sunday,12:00 - 13:59,Genius Live Production,23
2021,Mar,Sunday,12:00 - 13:59,MyCujoo,5
2021,Mar,Sunday,12:00 - 13:59,Third Party,15
2021,Mar,Sunday,14:00 - 15:59,Genius Live Plus,1
2021,Mar,Sunday,14:00 - 15:59,Genius Live Production,36
2021,Mar,Sunday,14:00 - 15:59,MyCujoo,2
2021,Mar,Sunday,14:00 - 15:59,Third Party,26
2021,Mar,Sunday,16:00 - 17:59,Genius Live Plus,8
2021,Mar,Sunday,16:00 - 17:59,Genius Live Production,55
2021,Mar,Sunday,16:00 - 17:59,MyCujoo,1
2021,Mar,Sunday,16:00 - 17:59,Third Party,41
2021,Mar,Sunday,18:00 - 19:59,Genius Live Plus,1
2021,Mar,Sunday,18:00 - 19:59,Genius Live Production,8
2021,Mar,Sunday,18:00 - 19:59,MyCujoo,7
2021,Mar,Sunday,18:00 - 19:59,Third Party,12
2021,Mar,Sunday,2:00 - 3:59,Third Party,10
2021,Mar,Sunday,20:00 - 21:59,Third Party,7
2021,Mar,Sunday,22:00 - 23:59,Third Party,7
2021,Mar,Sunday,4:00 - 5:59,MyCujoo,2
2021,Mar,Sunday,4:00 - 5:59,Third Party,50
2021,Mar,Sunday,6:00 - 7:59,Genius Live Production,1
2021,Mar,Sunday,6:00 - 7:59,MyCujoo,3
2021,Mar,Sunday,6:00 - 7:59,Third Party,24
2021,Mar,Sunday,8:00 - 9:59,Genius Live Production,21
2021,Mar,Sunday,8:00 - 9:59,MyCujoo,5
2021,Mar,Sunday,8:00 - 9:59,Third Party,15
2021,Mar,Monday,00:00 - 1:59,Third Party,5
2021,Mar,Monday,10:00 - 11:59,Genius Live Production,15
