,league,league_level,country,continent,num_operators_day,date,start_time,year,months,rank_week,day,weekday,day_time,freq_weekday_day_time,freq_rank_week_day_time,freq_month_day_time,start_time_interval,GLnum_matches_interval,Totlnum_match_y_m_wd_int,issue
3160,UNIQA Extraliga,3,Czech Republic,Europe,3,2021-01-10,5:00:00 PM,2021,Jan,2,10,Sunday,afternoon,606,704,351,16:00 - 17:59,6,94,0
3161,Portugal I Diviṣo,4,Portugal,Europe,5,2022-01-15,5:00:00 PM,2022,Jan,2,15,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,150,0
3162,France Ligue B,3,France,Europe,5,2022-01-15,5:30:00 PM,2022,Jan,2,15,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,150,0
3163,Austria League Women,3,Austria,Europe,5,2022-01-15,4:30:00 PM,2022,Jan,2,15,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,150,0
3164,Austria League Women,3,Austria,Europe,5,2022-01-15,5:30:00 PM,2022,Jan,2,15,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,150,0
3165,Finland Mestaruusliiga Women,3,Finland,Europe,5,2022-01-15,4:00:00 PM,2022,Jan,2,15,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,150,0
3166,Austria League,2,Austria,Europe,5,2022-01-15,4:00:00 PM,2022,Jan,2,15,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,150,0
3167,Slovakia Extraliga Women,3,Slovakia,Europe,5,2022-01-15,4:00:00 PM,2022,Jan,2,15,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,150,1
3168,Slovakia Extraliga Women,3,Slovakia,Europe,5,2022-01-15,4:00:00 PM,2022,Jan,2,15,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,150,0
3169,Slovakia Extraliga Women,3,Slovakia,Europe,5,2022-01-15,4:00:00 PM,2022,Jan,2,15,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,150,0
3170,Denmark Volleyligaen,2,Denmark,Europe,5,2022-01-15,4:30:00 PM,2022,Jan,2,15,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,150,1
3171,Slovakia Extraliga,3,Slovakia,Europe,5,2022-01-15,4:00:00 PM,2022,Jan,2,15,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,150,0
3172,Slovenia 1A. Dol,3,Slovenia,Europe,5,2022-01-15,5:00:00 PM,2022,Jan,2,15,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,150,0
3173,Ukraine Super Liga,4,Ukraine,Europe,5,2022-01-15,5:30:00 PM,2022,Jan,2,15,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,150,0
3174,Ukraine Higher League,4,Ukraine,Europe,5,2022-01-15,5:00:00 PM,2022,Jan,2,15,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,150,0
3175,Italy Serie A3,3,Italy,Europe,4,2021-01-16,5:00:00 PM,2021,Jan,2,16,Saturday,afternoon,1048,704,351,16:00 - 17:59,18,173,0
3176,Portugal I Diviṣo,4,Portugal,Europe,4,2021-01-16,4:00:00 PM,2021,Jan,2,16,Saturday,afternoon,1048,704,351,16:00 - 17:59,18,173,0
3177,Portugal I Diviṣo,4,Portugal,Europe,4,2021-01-16,5:00:00 PM,2021,Jan,2,16,Saturday,afternoon,1048,704,351,16:00 - 17:59,18,173,0
3178,Portugal I Diviṣo Women,4,Portugal,Europe,4,2021-01-16,4:00:00 PM,2021,Jan,2,16,Saturday,afternoon,1048,704,351,16:00 - 17:59,18,173,0
3179,France Ligue A Women,1,France,Europe,4,2021-01-16,5:00:00 PM,2021,Jan,2,16,Saturday,afternoon,1048,704,351,16:00 - 17:59,18,173,0
3180,Iceland Mizunodeild KK,3,Iceland,Europe,4,2021-01-16,5:00:00 PM,2021,Jan,2,16,Saturday,afternoon,1048,704,351,16:00 - 17:59,18,173,0
3181,Slovakia Extraliga Women,3,Slovakia,Europe,4,2021-01-16,4:30:00 PM,2021,Jan,2,16,Saturday,afternoon,1048,704,351,16:00 - 17:59,18,173,0
3182,Sweden Eliteserien,2,Sweden,Europe,4,2021-01-16,4:00:00 PM,2021,Jan,2,16,Saturday,afternoon,1048,704,351,16:00 - 17:59,18,173,0
3183,Slovakia Extraliga,3,Slovakia,Europe,4,2021-01-16,5:00:00 PM,2021,Jan,2,16,Saturday,afternoon,1048,704,351,16:00 - 17:59,18,173,0
3184,Slovenia 1A. Dol Women,3,Slovenia,Europe,4,2021-01-16,5:00:00 PM,2021,Jan,2,16,Saturday,afternoon,1048,704,351,16:00 - 17:59,18,173,0
3185,Slovenia 1A. Dol Women,3,Slovenia,Europe,4,2021-01-16,5:00:00 PM,2021,Jan,2,16,Saturday,afternoon,1048,704,351,16:00 - 17:59,18,173,0
3186,Slovenia 1A. Dol,3,Slovenia,Europe,4,2021-01-16,5:00:00 PM,2021,Jan,2,16,Saturday,afternoon,1048,704,351,16:00 - 17:59,18,173,0
3187,UNIQA Extraliga,3,Czech Republic,Europe,4,2021-01-16,4:00:00 PM,2021,Jan,2,16,Saturday,afternoon,1048,704,351,16:00 - 17:59,18,173,0
3188,UNIQA Extraliga,3,Czech Republic,Europe,4,2021-01-16,4:00:00 PM,2021,Jan,2,16,Saturday,afternoon,1048,704,351,16:00 - 17:59,18,173,0
3189,UNIQA Extraliga,3,Czech Republic,Europe,4,2021-01-16,4:00:00 PM,2021,Jan,2,16,Saturday,afternoon,1048,704,351,16:00 - 17:59,18,173,0
3190,UNIQA Extraliga,3,Czech Republic,Europe,4,2021-01-16,5:00:00 PM,2021,Jan,2,16,Saturday,afternoon,1048,704,351,16:00 - 17:59,18,173,0
3191,UNIQA Extraliga,3,Czech Republic,Europe,4,2021-01-16,5:00:00 PM,2021,Jan,2,16,Saturday,afternoon,1048,704,351,16:00 - 17:59,18,173,0
3192,UNIQA Extraliga,3,Czech Republic,Europe,4,2021-01-16,5:00:00 PM,2021,Jan,2,16,Saturday,afternoon,1048,704,351,16:00 - 17:59,18,173,0
3193,Italy Serie A3,3,Italy,Europe,4,2021-01-09,5:00:00 PM,2021,Jan,2,9,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,173,0
3194,Portugal I Diviṣo,4,Portugal,Europe,4,2021-01-09,4:00:00 PM,2021,Jan,2,9,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,173,0
3195,Portugal I Diviṣo,4,Portugal,Europe,4,2021-01-09,5:00:00 PM,2021,Jan,2,9,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,173,0
3196,Finland Mestaruusliiga Women,3,Finland,Europe,4,2021-01-09,4:00:00 PM,2021,Jan,2,9,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,173,1
3197,Slovenia 1A. Dol Women,3,Slovenia,Europe,4,2021-01-09,4:15:00 PM,2021,Jan,2,9,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,173,0
3198,Slovenia 1A. Dol Women,3,Slovenia,Europe,4,2021-01-09,5:00:00 PM,2021,Jan,2,9,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,173,0
3199,Middle European League,4,Slovenia,Europe,4,2021-01-09,5:00:00 PM,2021,Jan,2,9,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,173,0
3200,Slovakia Cup,3,Slovakia,Europe,4,2021-01-09,5:00:00 PM,2021,Jan,2,9,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,173,1
3201,Slovakia Cup Women,3,Slovakia,Europe,4,2021-01-09,5:00:00 PM,2021,Jan,2,9,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,173,0
3202,Extraliga Zeny,3,Czech Republic,Europe,4,2021-01-09,4:00:00 PM,2021,Jan,2,9,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,173,1
3203,Extraliga Zeny,3,Czech Republic,Europe,4,2021-01-09,4:00:00 PM,2021,Jan,2,9,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,173,0
3204,UNIQA Extraliga,3,Czech Republic,Europe,4,2021-01-09,4:00:00 PM,2021,Jan,2,9,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,173,1
3205,UNIQA Extraliga,3,Czech Republic,Europe,4,2021-01-09,5:00:00 PM,2021,Jan,2,9,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,173,0
3206,UNIQA Extraliga,3,Czech Republic,Europe,4,2021-01-09,5:00:00 PM,2021,Jan,2,9,Saturday,afternoon,1048,704,351,16:00 - 17:59,14,173,0
3207,Finland Mestaruusliiga,2,Finland,Europe,6,2021-01-14,4:30:00 PM,2021,Jan,2,14,Thursday,afternoon,134,704,351,16:00 - 17:59,3,16,0
3208,Denmark Volleyligaen Women,3,Denmark,Europe,6,2021-01-14,5:30:00 PM,2021,Jan,2,14,Thursday,afternoon,134,704,351,16:00 - 17:59,3,16,0
3209,Ukraine Super Liga,4,Ukraine,Europe,6,2021-01-14,5:00:00 PM,2021,Jan,2,14,Thursday,afternoon,134,704,351,16:00 - 17:59,3,16,0
3210,Middle European League,4,Slovakia,Europe,6,2022-01-13,4:00:00 PM,2022,Jan,2,13,Thursday,afternoon,134,704,351,16:00 - 17:59,1,39,0
3211,Finland Mestaruusliiga,2,Finland,Europe,8,2022-01-12,4:30:00 PM,2022,Jan,2,12,Wednesday,afternoon,318,704,351,16:00 - 17:59,5,39,0
3212,Finland Mestaruusliiga,2,Finland,Europe,8,2022-01-12,4:30:00 PM,2022,Jan,2,12,Wednesday,afternoon,318,704,351,16:00 - 17:59,5,39,0
3213,Finland Mestaruusliiga Women,3,Finland,Europe,8,2022-01-12,4:30:00 PM,2022,Jan,2,12,Wednesday,afternoon,318,704,351,16:00 - 17:59,5,39,0
3214,Finland Mestaruusliiga Women,3,Finland,Europe,8,2022-01-12,4:30:00 PM,2022,Jan,2,12,Wednesday,afternoon,318,704,351,16:00 - 17:59,5,39,0
3215,Womens Middle European League,4,Slovenia,Europe,8,2022-01-12,4:00:00 PM,2022,Jan,2,12,Wednesday,afternoon,318,704,351,16:00 - 17:59,5,39,0
3216,Finland Mestaruusliiga Women,3,Finland,Europe,5,2021-01-13,4:30:00 PM,2021,Jan,2,13,Wednesday,afternoon,318,704,351,16:00 - 17:59,3,54,0
3217,Finland Mestaruusliiga Women,3,Finland,Europe,5,2021-01-13,4:30:00 PM,2021,Jan,2,13,Wednesday,afternoon,318,704,351,16:00 - 17:59,3,54,0
3218,Slovenia 1A. Dol Women,3,Slovenia,Europe,5,2021-01-13,5:00:00 PM,2021,Jan,2,13,Wednesday,afternoon,318,704,351,16:00 - 17:59,3,54,0
3219,Finland Mestaruusliiga,2,Finland,Europe,6,2022-01-11,4:30:00 PM,2022,Jan,2,11,Tuesday,afternoon,145,704,351,16:00 - 17:59,3,41,0
3220,Slovakia Extraliga Women,3,Slovakia,Europe,6,2022-01-11,5:00:00 PM,2022,Jan,2,11,Tuesday,afternoon,145,704,351,16:00 - 17:59,3,41,0
3221,Slovakia Extraliga Women,3,Slovakia,Europe,6,2022-01-11,5:00:00 PM,2022,Jan,2,11,Tuesday,afternoon,145,704,351,16:00 - 17:59,3,41,0
3222,France Ligue A,1,France,Europe,6,2021-01-12,5:00:00 PM,2021,Jan,2,12,Tuesday,afternoon,145,704,351,16:00 - 17:59,3,31,1
3223,France Ligue A,1,France,Europe,6,2021-01-12,5:00:00 PM,2021,Jan,2,12,Tuesday,afternoon,145,704,351,16:00 - 17:59,3,31,0
3224,Extraliga Zeny,3,Czech Republic,Europe,6,2021-01-12,4:00:00 PM,2021,Jan,2,12,Tuesday,afternoon,145,704,351,16:00 - 17:59,3,31,0
3225,Middle European League,4,Slovakia,Europe,10,2022-01-10,4:00:00 PM,2022,Jan,2,10,Monday,afternoon,71,704,351,16:00 - 17:59,1,22,0
3226,Middle European League,4,Slovakia,Europe,9,2022-01-14,4:00:00 PM,2022,Jan,2,14,Friday,afternoon,252,704,351,16:00 - 17:59,2,29,0
3227,Ukraine Super Liga,4,Ukraine,Europe,9,2022-01-14,5:00:00 PM,2022,Jan,2,14,Friday,afternoon,252,704,351,16:00 - 17:59,2,29,0
3228,Slovakia Extraliga,3,Slovakia,Europe,4,2021-01-15,5:30:00 PM,2021,Jan,2,15,Friday,afternoon,252,704,351,16:00 - 17:59,9,46,0
3229,Ukraine Super Liga,4,Ukraine,Europe,4,2021-01-15,4:00:00 PM,2021,Jan,2,15,Friday,afternoon,252,704,351,16:00 - 17:59,9,46,0
3230,Ukraine Super Liga,4,Ukraine,Europe,4,2021-01-15,5:00:00 PM,2021,Jan,2,15,Friday,afternoon,252,704,351,16:00 - 17:59,9,46,0
3231,Extraliga Zeny,3,Czech Republic,Europe,4,2021-01-15,4:00:00 PM,2021,Jan,2,15,Friday,afternoon,252,704,351,16:00 - 17:59,9,46,0
3232,Extraliga Zeny,3,Czech Republic,Europe,4,2021-01-15,4:00:00 PM,2021,Jan,2,15,Friday,afternoon,252,704,351,16:00 - 17:59,9,46,0
3233,Extraliga Zeny,3,Czech Republic,Europe,4,2021-01-15,4:00:00 PM,2021,Jan,2,15,Friday,afternoon,252,704,351,16:00 - 17:59,9,46,0
3234,Extraliga Zeny,3,Czech Republic,Europe,4,2021-01-15,4:00:00 PM,2021,Jan,2,15,Friday,afternoon,252,704,351,16:00 - 17:59,9,46,0
3235,Extraliga Zeny,3,Czech Republic,Europe,4,2021-01-15,4:00:00 PM,2021,Jan,2,15,Friday,afternoon,252,704,351,16:00 - 17:59,9,46,0
3236,UNIQA Extraliga,3,Czech Republic,Europe,4,2021-01-15,4:00:00 PM,2021,Jan,2,15,Friday,afternoon,252,704,351,16:00 - 17:59,9,46,0
3237,Italy Serie A3,3,Italy,Europe,3,2021-01-03,5:00:00 PM,2021,Jan,1,3,Sunday,afternoon,606,586,351,16:00 - 17:59,2,94,0
3238,Italy Serie A3,3,Italy,Europe,3,2021-01-03,5:00:00 PM,2021,Jan,1,3,Sunday,afternoon,606,586,351,16:00 - 17:59,2,94,0
3239,Portugal I Diviṣo,4,Portugal,Europe,7,2022-01-08,4:00:00 PM,2022,Jan,1,8,Saturday,afternoon,1048,586,351,16:00 - 17:59,10,150,1
3240,Portugal I Diviṣo,4,Portugal,Europe,7,2022-01-08,5:00:00 PM,2022,Jan,1,8,Saturday,afternoon,1048,586,351,16:00 - 17:59,10,150,0
3241,Portugal I Diviṣo,4,Portugal,Europe,7,2022-01-08,5:00:00 PM,2022,Jan,1,8,Saturday,afternoon,1048,586,351,16:00 - 17:59,10,150,0
3242,Portugal I Diviṣo Women,4,Portugal,Europe,7,2022-01-08,5:00:00 PM,2022,Jan,1,8,Saturday,afternoon,1048,586,351,16:00 - 17:59,10,150,0
3243,France Ligue A,1,France,Europe,7,2022-01-08,5:00:00 PM,2022,Jan,1,8,Saturday,afternoon,1048,586,351,16:00 - 17:59,10,150,0
3244,France Ligue A Women,1,France,Europe,7,2022-01-08,5:30:00 PM,2022,Jan,1,8,Saturday,afternoon,1048,586,351,16:00 - 17:59,10,150,0
3245,Austria League Women,3,Austria,Europe,7,2022-01-08,5:00:00 PM,2022,Jan,1,8,Saturday,afternoon,1048,586,351,16:00 - 17:59,10,150,0
3246,Finland Mestaruusliiga,2,Finland,Europe,7,2022-01-08,4:00:00 PM,2022,Jan,1,8,Saturday,afternoon,1048,586,351,16:00 - 17:59,10,150,1
3247,Slovakia Extraliga Women,3,Slovakia,Europe,7,2022-01-08,4:00:00 PM,2022,Jan,1,8,Saturday,afternoon,1048,586,351,16:00 - 17:59,10,150,0
3248,Slovakia Extraliga,3,Slovakia,Europe,7,2022-01-08,5:00:00 PM,2022,Jan,1,8,Saturday,afternoon,1048,586,351,16:00 - 17:59,10,150,0
3249,Finland Mestaruusliiga Women,3,Finland,Europe,6,2021-01-07,4:00:00 PM,2021,Jan,1,7,Thursday,afternoon,134,586,351,16:00 - 17:59,1,16,1
3250,Austria League,2,Austria,Europe,8,2022-01-06,5:00:00 PM,2022,Jan,1,6,Thursday,afternoon,134,586,351,16:00 - 17:59,4,39,1
3251,Slovakia Extraliga Women,3,Slovakia,Europe,8,2022-01-06,4:00:00 PM,2022,Jan,1,6,Thursday,afternoon,134,586,351,16:00 - 17:59,4,39,0
3252,Sweden Eliteserien,2,Sweden,Europe,8,2022-01-06,4:00:00 PM,2022,Jan,1,6,Thursday,afternoon,134,586,351,16:00 - 17:59,4,39,0
3253,Middle European League,4,Slovenia,Europe,8,2022-01-06,5:00:00 PM,2022,Jan,1,6,Thursday,afternoon,134,586,351,16:00 - 17:59,4,39,0
3254,Italy Serie A3,3,Italy,Europe,5,2021-01-06,4:00:00 PM,2021,Jan,1,6,Wednesday,afternoon,318,586,351,16:00 - 17:59,8,54,0
3255,Italy Serie A3,3,Italy,Europe,5,2021-01-06,5:00:00 PM,2021,Jan,1,6,Wednesday,afternoon,318,586,351,16:00 - 17:59,8,54,0
3256,Italy Serie A3,3,Italy,Europe,5,2021-01-06,5:00:00 PM,2021,Jan,1,6,Wednesday,afternoon,318,586,351,16:00 - 17:59,8,54,0
3257,Sweden Eliteserien,2,Sweden,Europe,5,2021-01-06,4:00:00 PM,2021,Jan,1,6,Wednesday,afternoon,318,586,351,16:00 - 17:59,8,54,0
3258,Slovenia 1A. Dol Women,3,Slovenia,Europe,5,2021-01-06,4:30:00 PM,2021,Jan,1,6,Wednesday,afternoon,318,586,351,16:00 - 17:59,8,54,0
3259,Slovenia 1A. Dol Women,3,Slovenia,Europe,5,2021-01-06,5:00:00 PM,2021,Jan,1,6,Wednesday,afternoon,318,586,351,16:00 - 17:59,8,54,1
3260,Slovenia 1A. Dol Women,3,Slovenia,Europe,5,2021-01-06,5:00:00 PM,2021,Jan,1,6,Wednesday,afternoon,318,586,351,16:00 - 17:59,8,54,0
3261,UNIQA Extraliga,3,Czech Republic,Europe,5,2021-01-06,4:00:00 PM,2021,Jan,1,6,Wednesday,afternoon,318,586,351,16:00 - 17:59,8,54,1
3262,Middle European League,4,Slovenia,Europe,9,2022-01-05,5:00:00 PM,2022,Jan,1,5,Wednesday,afternoon,318,586,351,16:00 - 17:59,1,39,0
3263,Finland Mestaruusliiga,2,Finland,Europe,9,2022-01-04,4:30:00 PM,2022,Jan,1,4,Tuesday,afternoon,145,586,351,16:00 - 17:59,1,41,0
3264,Finland Mestaruusliiga Women,3,Finland,Europe,8,2022-01-03,4:30:00 PM,2022,Jan,1,3,Monday,afternoon,71,586,351,16:00 - 17:59,1,22,1
3265,Ukraine Super Liga,4,Ukraine,Europe,5,2021-01-04,5:00:00 PM,2021,Jan,1,4,Monday,afternoon,71,586,351,16:00 - 17:59,1,7,0
3266,Finland Mestaruusliiga Women,3,Finland,Europe,5,2021-01-08,4:30:00 PM,2021,Jan,1,8,Friday,afternoon,252,586,351,16:00 - 17:59,2,46,0
3267,Slovakia Extraliga,3,Slovakia,Europe,5,2021-01-08,4:00:00 PM,2021,Jan,1,8,Friday,afternoon,252,586,351,16:00 - 17:59,2,46,0
3268,Middle European League,4,Slovenia,Europe,9,2022-01-07,4:30:00 PM,2022,Jan,1,7,Friday,afternoon,252,586,351,16:00 - 17:59,1,29,1
3269,Italy Serie A3,3,Italy,Europe,5,2022-01-30,4:00:00 PM,2022,Jan,4,30,Sunday,afternoon,606,618,351,16:00 - 17:59,11,132,0
3270,Italy Serie A3,3,Italy,Europe,5,2022-01-30,4:00:00 PM,2022,Jan,4,30,Sunday,afternoon,606,618,351,16:00 - 17:59,11,132,0
3271,Italy Serie A3,3,Italy,Europe,5,2022-01-30,5:00:00 PM,2022,Jan,4,30,Sunday,afternoon,606,618,351,16:00 - 17:59,11,132,0
3272,Italy Serie A3,3,Italy,Europe,5,2022-01-30,5:00:00 PM,2022,Jan,4,30,Sunday,afternoon,606,618,351,16:00 - 17:59,11,132,0
3273,Italy Serie A3,3,Italy,Europe,5,2022-01-30,5:00:00 PM,2022,Jan,4,30,Sunday,afternoon,606,618,351,16:00 - 17:59,11,132,1
3274,Italy Serie A3,3,Italy,Europe,5,2022-01-30,5:00:00 PM,2022,Jan,4,30,Sunday,afternoon,606,618,351,16:00 - 17:59,11,132,1
3275,Portugal I Diviṣo,4,Portugal,Europe,5,2022-01-30,4:00:00 PM,2022,Jan,4,30,Sunday,afternoon,606,618,351,16:00 - 17:59,11,132,0
3276,Portugal I Diviṣo,4,Portugal,Europe,5,2022-01-30,4:00:00 PM,2022,Jan,4,30,Sunday,afternoon,606,618,351,16:00 - 17:59,11,132,0
3277,Portugal I Diviṣo Women,4,Portugal,Europe,5,2022-01-30,4:00:00 PM,2022,Jan,4,30,Sunday,afternoon,606,618,351,16:00 - 17:59,11,132,0
3278,Portugal I Diviṣo Women,4,Portugal,Europe,5,2022-01-30,4:00:00 PM,2022,Jan,4,30,Sunday,afternoon,606,618,351,16:00 - 17:59,11,132,0
3279,Slovakia Extraliga Women,3,Slovakia,Europe,5,2022-01-30,4:00:00 PM,2022,Jan,4,30,Sunday,afternoon,606,618,351,16:00 - 17:59,11,132,0
3280,Italy Serie A3,3,Italy,Europe,3,2021-01-24,4:00:00 PM,2021,Jan,4,24,Sunday,afternoon,606,618,351,16:00 - 17:59,14,94,0
3281,Italy Serie A3,3,Italy,Europe,3,2021-01-24,4:00:00 PM,2021,Jan,4,24,Sunday,afternoon,606,618,351,16:00 - 17:59,14,94,1
3282,Italy Serie A3,3,Italy,Europe,3,2021-01-24,5:00:00 PM,2021,Jan,4,24,Sunday,afternoon,606,618,351,16:00 - 17:59,14,94,0
3283,Italy Serie A3,3,Italy,Europe,3,2021-01-24,5:00:00 PM,2021,Jan,4,24,Sunday,afternoon,606,618,351,16:00 - 17:59,14,94,0
3284,Italy Serie A3,3,Italy,Europe,3,2021-01-24,5:00:00 PM,2021,Jan,4,24,Sunday,afternoon,606,618,351,16:00 - 17:59,14,94,0
3285,Italy Serie A3,3,Italy,Europe,3,2021-01-24,5:00:00 PM,2021,Jan,4,24,Sunday,afternoon,606,618,351,16:00 - 17:59,14,94,0
3286,Italy Serie A3,3,Italy,Europe,3,2021-01-24,5:00:00 PM,2021,Jan,4,24,Sunday,afternoon,606,618,351,16:00 - 17:59,14,94,0
3287,Italy Serie A3,3,Italy,Europe,3,2021-01-24,5:00:00 PM,2021,Jan,4,24,Sunday,afternoon,606,618,351,16:00 - 17:59,14,94,0
3288,Portugal I Diviṣo,4,Portugal,Europe,3,2021-01-24,4:00:00 PM,2021,Jan,4,24,Sunday,afternoon,606,618,351,16:00 - 17:59,14,94,0
3289,Portugal I Diviṣo,4,Portugal,Europe,3,2021-01-24,4:00:00 PM,2021,Jan,4,24,Sunday,afternoon,606,618,351,16:00 - 17:59,14,94,0
3290,Portugal I Diviṣo Women,4,Portugal,Europe,3,2021-01-24,4:00:00 PM,2021,Jan,4,24,Sunday,afternoon,606,618,351,16:00 - 17:59,14,94,0
3291,France Ligue A Women,1,France,Europe,3,2021-01-24,4:00:00 PM,2021,Jan,4,24,Sunday,afternoon,606,618,351,16:00 - 17:59,14,94,0
3292,Iceland Mizunodeild KK,3,Iceland,Europe,3,2021-01-24,4:00:00 PM,2021,Jan,4,24,Sunday,afternoon,606,618,351,16:00 - 17:59,14,94,0
3293,Iceland Mizunodeild KK,3,Iceland,Europe,3,2021-01-24,4:00:00 PM,2021,Jan,4,24,Sunday,afternoon,606,618,351,16:00 - 17:59,14,94,0
3294,Italy Serie A3,3,Italy,Europe,3,2021-01-31,5:00:00 PM,2021,Jan,4,31,Sunday,afternoon,606,618,351,16:00 - 17:59,8,94,0
3295,Portugal I Diviṣo,4,Portugal,Europe,3,2021-01-31,5:30:00 PM,2021,Jan,4,31,Sunday,afternoon,606,618,351,16:00 - 17:59,8,94,0
3296,Portugal I Diviṣo Women,4,Portugal,Europe,3,2021-01-31,4:00:00 PM,2021,Jan,4,31,Sunday,afternoon,606,618,351,16:00 - 17:59,8,94,0
3297,Portugal I Diviṣo Women,4,Portugal,Europe,3,2021-01-31,4:00:00 PM,2021,Jan,4,31,Sunday,afternoon,606,618,351,16:00 - 17:59,8,94,0
3298,France Ligue A,1,France,Europe,3,2021-01-31,4:00:00 PM,2021,Jan,4,31,Sunday,afternoon,606,618,351,16:00 - 17:59,8,94,0
3299,Sweden Eliteserien,2,Sweden,Europe,3,2021-01-31,4:00:00 PM,2021,Jan,4,31,Sunday,afternoon,606,618,351,16:00 - 17:59,8,94,0
3300,Portugal Cup,4,Portugal,Europe,3,2021-01-31,4:00:00 PM,2021,Jan,4,31,Sunday,afternoon,606,618,351,16:00 - 17:59,8,94,1
3301,Portugal Cup,4,Portugal,Europe,3,2021-01-31,4:00:00 PM,2021,Jan,4,31,Sunday,afternoon,606,618,351,16:00 - 17:59,8,94,0
3302,Portugal I Diviṣo,4,Portugal,Europe,6,2022-01-29,4:00:00 PM,2022,Jan,4,29,Saturday,afternoon,1048,618,351,16:00 - 17:59,12,150,0
3303,Portugal I Diviṣo,4,Portugal,Europe,6,2022-01-29,4:00:00 PM,2022,Jan,4,29,Saturday,afternoon,1048,618,351,16:00 - 17:59,12,150,0
3304,Portugal I Diviṣo,4,Portugal,Europe,6,2022-01-29,5:00:00 PM,2022,Jan,4,29,Saturday,afternoon,1048,618,351,16:00 - 17:59,12,150,0
3305,France Ligue A,1,France,Europe,6,2022-01-29,5:00:00 PM,2022,Jan,4,29,Saturday,afternoon,1048,618,351,16:00 - 17:59,12,150,0
3306,France Ligue B,3,France,Europe,6,2022-01-29,5:30:00 PM,2022,Jan,4,29,Saturday,afternoon,1048,618,351,16:00 - 17:59,12,150,0
3307,France Ligue A Women,1,France,Europe,6,2022-01-29,5:30:00 PM,2022,Jan,4,29,Saturday,afternoon,1048,618,351,16:00 - 17:59,12,150,0
3308,Iceland Mizunodeild KK,3,Iceland,Europe,6,2022-01-29,4:00:00 PM,2022,Jan,4,29,Saturday,afternoon,1048,618,351,16:00 - 17:59,12,150,0
3309,Iceland Mizunodeild KK,3,Iceland,Europe,6,2022-01-29,4:00:00 PM,2022,Jan,4,29,Saturday,afternoon,1048,618,351,16:00 - 17:59,12,150,0
3310,Slovakia Extraliga,3,Slovakia,Europe,6,2022-01-29,4:00:00 PM,2022,Jan,4,29,Saturday,afternoon,1048,618,351,16:00 - 17:59,12,150,0
3311,Slovenia 1A. Dol Women,3,Slovenia,Europe,6,2022-01-29,5:00:00 PM,2022,Jan,4,29,Saturday,afternoon,1048,618,351,16:00 - 17:59,12,150,0
3312,Slovenia 1A. Dol Women,3,Slovenia,Europe,6,2022-01-29,5:00:00 PM,2022,Jan,4,29,Saturday,afternoon,1048,618,351,16:00 - 17:59,12,150,0
3313,Ukraine Super Liga,4,Ukraine,Europe,6,2022-01-29,4:30:00 PM,2022,Jan,4,29,Saturday,afternoon,1048,618,351,16:00 - 17:59,12,150,0
3314,France Ligue A,1,France,Europe,4,2021-01-30,4:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3315,France Ligue A,1,France,Europe,4,2021-01-30,5:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3316,France Ligue A,1,France,Europe,4,2021-01-30,5:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3317,France Ligue A Women,1,France,Europe,4,2021-01-30,4:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3318,France Ligue A Women,1,France,Europe,4,2021-01-30,5:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3319,France Ligue A Women,1,France,Europe,4,2021-01-30,5:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
